O*NET-SOC Code,Tool Name
49-9062.00,Antistatic floor mats
49-9062.00,Audio meters
49-9062.00,Awls
49-9062.00,Cable cutters
49-9062.00,Channel lock pliers
49-9062.00,Chemical analyzers
49-9062.00,Cold chisels
49-9062.00,Combination squares
49-9062.00,Computed tomography CT calibration phantoms
49-9062.00,Conductance meters
49-9062.00,Conduit bending tools
49-9062.00,Continuity testers
49-9062.00,Cordless drills
49-9062.00,Crescent wrenches
49-9062.00,Defibrillator analyzers
49-9062.00,Densitometers
49-9062.00,Desktop computers
49-9062.00,Desoldering tools
49-9062.00,Diagonal cutting pliers
49-9062.00,Differential photometers
49-9062.00,Digital force gauges
49-9062.00,Digital mAs meters
49-9062.00,Digital multifunction analyzers
49-9062.00,Digital multimeters
49-9062.00,Digital storage oscilloscopes DSO
49-9062.00,Digital voltmeters DVM
49-9062.00,Dosimetry badges
49-9062.00,Electrical surgical unit analyzers
49-9062.00,Electrician's hammers
49-9062.00,Electrician's pliers
49-9062.00,Electricians' knives
49-9062.00,Fetal monitor simulators
49-9062.00,Flow meters
49-9062.00,Frequency counters
49-9062.00,Hacksaws
49-9062.00,Half-round files
49-9062.00,Hand tachometers
49-9062.00,High voltage probes
49-9062.00,Infusion pump testers
49-9062.00,Insulated wire cutters
49-9062.00,Laptop computers
49-9062.00,Long nose pliers
49-9062.00,Lung simulators
49-9062.00,Magnetic resonance imaging MRI calibration phantoms
49-9062.00,Magnetic torpedo levels
49-9062.00,Magnetic tweezers
49-9062.00,Measuring tapes
49-9062.00,Megohmmeters
49-9062.00,Multi-gas analyzers
49-9062.00,Needlenose pliers
49-9062.00,Neon testers
49-9062.00,Non-contact voltage probes
49-9062.00,Non-invasive blood pressure NIBP simulators
49-9062.00,Nut drivers
49-9062.00,Optical compound microscopes
49-9062.00,Oscilloscopes
49-9062.00,Oxygen test meters
49-9062.00,Patient simulators
49-9062.00,pH indicators
49-9062.00,Phase rotation meters
49-9062.00,Phillips head screwdrivers
49-9062.00,Pipe wrenches
49-9062.00,Power screwdrivers
49-9062.00,Power tap tools
49-9062.00,Precision knives
49-9062.00,Precision levels
49-9062.00,Pressure gauges
49-9062.00,Pressure meters
49-9062.00,Pressure vacuum meters
49-9062.00,Pulse oximetry test systems
49-9062.00,Pump pliers
49-9062.00,Putty knives
49-9062.00,Rat tail files
49-9062.00,Safety glasses
49-9062.00,Safety goggles
49-9062.00,Side cutting pliers
49-9062.00,Socket wrenches
49-9062.00,Soldering guns
49-9062.00,Spectrum analyzers
49-9062.00,Straight screwdrivers
49-9062.00,Tin snips
49-9062.00,Torx drivers
49-9062.00,Ultrasound leakage testers
49-9062.00,Ultrasound wattmeters
49-9062.00,Ventilator analyzers
49-9062.00,Wheeled forklifts
49-9062.00,Wire crimpers
49-9062.00,Wire strippers
49-9062.00,Wrist anti-static straps
49-9062.00,Computerized maintenance management system CMMS
49-9062.00,Medical equipment diagnostic software
49-9062.00,Microsoft Excel
49-9062.00,Microsoft Office
49-9062.00,Microsoft Outlook
49-9062.00,Microsoft Word
49-9062.00,Salesforce
49-9062.00,Web browser software
49-9063.00,Action regulators
49-9063.00,Adjustable C clamps
49-9063.00,Adjustable fret slotting saws
49-9063.00,Agraffe removers
49-9063.00,Air dusting guns
49-9063.00,Air hoses
49-9063.00,Alcohol lamps
49-9063.00,Alignment jigs
49-9063.00,Allen wrenches
49-9063.00,Alligator forceps
49-9063.00,Arbors
49-9063.00,Arch punches
49-9063.00,Automated sprayers
49-9063.00,Ball-end hex keys
49-9063.00,Band clamps
49-9063.00,Barrel reamers
49-9063.00,Belt sanders
49-9063.00,Bench anvils
49-9063.00,Bench blocks
49-9063.00,Bench brushes
49-9063.00,Bench grinders
49-9063.00,Bench lathes
49-9063.00,Bench motors
49-9063.00,Bench oilers
49-9063.00,Bending irons
49-9063.00,Blow torches
49-9063.00,Blowpipes
49-9063.00,Bore cleaning brushes
49-9063.00,Bore tools
49-9063.00,Bracket hex wrenches
49-9063.00,Brass mouthpiece brushes
49-9063.00,Bridge pin hole slotting saws
49-9063.00,Broaches
49-9063.00,Buffing machines
49-9063.00,Bunsen burners
49-9063.00,Burnishing rings
49-9063.00,Bushing inserters
49-9063.00,Butane heaters
49-9063.00,Butt plate inserters
49-9063.00,Calipers
49-9063.00,Cam clamps
49-9063.00,Capstan regulators
49-9063.00,Capstan screw wrenches
49-9063.00,Center pin punches
49-9063.00,Chain nose pliers
49-9063.00,Chamfer tools
49-9063.00,Chemical dip tanks
49-9063.00,Clarinet pad leveling tools
49-9063.00,Coil makers
49-9063.00,Cold chisels
49-9063.00,Countersinks
49-9063.00,Cross lock tweezers
49-9063.00,Cross-cut saws
49-9063.00,Curved nose forceps
49-9063.00,Curved nose pliers
49-9063.00,Curved nose scissors
49-9063.00,Damper regulators
49-9063.00,Damper rod hooks
49-9063.00,Damper spoon benders
49-9063.00,Deep throat C clamps
49-9063.00,Dent hammers
49-9063.00,Dent machines
49-9063.00,Diagonal cutters
49-9063.00,Dial calipers
49-9063.00,Die stocks
49-9063.00,Digital humidity gauges
49-9063.00,Digital tuners
49-9063.00,Disc sanders
49-9063.00,Dollies
49-9063.00,Drill gauges
49-9063.00,Drill presses
49-9063.00,Duck bill pliers
49-9063.00,Edging clamps
49-9063.00,Electronic tuners
49-9063.00,End cut nippers
49-9063.00,Endpin jack wrenches
49-9063.00,Feeler gauge holders
49-9063.00,Feeler gauges
49-9063.00,Felt cutters
49-9063.00,Felt cutting knives
49-9063.00,File cleaners
49-9063.00,Fingerboard band clamps
49-9063.00,Fingerboard levelers
49-9063.00,Flange bushing reamers
49-9063.00,Flange screwdrivers
49-9063.00,Flat nose pliers
49-9063.00,Fluorescent lamps
49-9063.00,Flute body mandrels
49-9063.00,Flute gauges
49-9063.00,Flute head mandrels
49-9063.00,Flute key leveling tools
49-9063.00,Flute pad irons
49-9063.00,Fret dressing sticks
49-9063.00,Fret end dressing files
49-9063.00,Fret files
49-9063.00,Fret rockers
49-9063.00,Fret slot depth gauges
49-9063.00,Gauged saws
49-9063.00,Glue brushes
49-9063.00,Glue guns
49-9063.00,Glue pots
49-9063.00,Gram tension gauges
49-9063.00,Gram weights
49-9063.00,Grand piano jacks
49-9063.00,Grand screwdrivers
49-9063.00,Gripper truss rod wrenches
49-9063.00,Guitar humidifiers
49-9063.00,Hacksaws
49-9063.00,Hammer angle gauges
49-9063.00,Hammer angle protractors
49-9063.00,Hammer butt spacers
49-9063.00,Hammer head borers
49-9063.00,Hammer head reamers
49-9063.00,Hammer shank reducers
49-9063.00,Hammers
49-9063.00,Hand burnishers
49-9063.00,Hand drills
49-9063.00,Hand planers
49-9063.00,Hand planes
49-9063.00,Hand sprayers
49-9063.00,Hart spring tools
49-9063.00,Heat control units
49-9063.00,Heat guns
49-9063.00,Heat staking tools
49-9063.00,Height measurement gauges
49-9063.00,Hex drivers
49-9063.00,Incandescent lamps
49-9063.00,Inspection mirrors
49-9063.00,Jack screw regulators
49-9063.00,Jack spring hole reamers
49-9063.00,Japanese fret saws
49-9063.00,Jaw pliers
49-9063.00,Key bushing tighteners
49-9063.00,Key button jigs
49-9063.00,Key dip blocks
49-9063.00,Key easing tools
49-9063.00,Leak lights
49-9063.00,Long flat nose pliers
49-9063.00,Looping machines
49-9063.00,Lost motion regulators
49-9063.00,Loupes
49-9063.00,Mag machines
49-9063.00,Magnetic scribers
49-9063.00,Magnetizers
49-9063.00,Magnifiers
49-9063.00,Mallets
49-9063.00,Micrometers
49-9063.00,Multimeters
49-9063.00,Music wire gauges
49-9063.00,Neck jigs
49-9063.00,Neck relief gauges
49-9063.00,Needle files
49-9063.00,Nut drivers
49-9063.00,Nut files
49-9063.00,Nut slotting gauges
49-9063.00,Oilers
49-9063.00,Output jack wrenches
49-9063.00,Pad cup heaters
49-9063.00,Pearl cutting saws
49-9063.00,Pencil magnets
49-9063.00,Pencil torches
49-9063.00,Piano key spacers
49-9063.00,Piano leveling devices
49-9063.00,Piano regulators
49-9063.00,Piano stringing hooks
49-9063.00,Piano tuning pin cranks
49-9063.00,Piano tuning pin extractors
49-9063.00,Piano tuning pin punches
49-9063.00,Pin hole reamers
49-9063.00,Pin vises
49-9063.00,Pocket truss rod wrenches
49-9063.00,Pointed awls
49-9063.00,Portable band saws
49-9063.00,Post drilling jigs
49-9063.00,Power buffers
49-9063.00,Power drills
49-9063.00,Power sanders
49-9063.00,Precision oilers
49-9063.00,Precision spray guns
49-9063.00,Punches
49-9063.00,Punching lifters
49-9063.00,Purfling cutters
49-9063.00,Radius gauges
49-9063.00,Rat tail files
49-9063.00,Razor files
49-9063.00,Refret saws
49-9063.00,Regulating gauges
49-9063.00,Regulating screwdrivers
49-9063.00,Rip saws
49-9063.00,Routers
49-9063.00,Rulers
49-9063.00,Saddle locating jigs
49-9063.00,Sand blasters
49-9063.00,Scissor jacks
49-9063.00,Scraper burnishers
49-9063.00,Screw extractors
49-9063.00,Screw gauges
49-9063.00,Screw pitch thread gauges
49-9063.00,Screw slotters
49-9063.00,Screwdrivers
49-9063.00,Seam separation knives
49-9063.00,Sharp leveling and key-dip devices
49-9063.00,Slotted screwdrivers
49-9063.00,Socket reamers
49-9063.00,Soldering clamps
49-9063.00,Soldering clips
49-9063.00,Soldering irons
49-9063.00,Soldering jigs
49-9063.00,Soundhole clamps
49-9063.00,Spark lighters
49-9063.00,Spool clamps
49-9063.00,Sprayer compressors
49-9063.00,Spring cutters
49-9063.00,Spring punches
49-9063.00,String action gauges
49-9063.00,String height gauges
49-9063.00,String hooks
49-9063.00,String lifters
49-9063.00,String spacing rules
49-9063.00,Surface thermometers
49-9063.00,Tap wrenches
49-9063.00,Telescoping gauges
49-9063.00,Telescoping magnetic pickup tools
49-9063.00,Tenon expanders
49-9063.00,Thread cutting tools
49-9063.00,Tinners snips
49-9063.00,Tone hole cutters
49-9063.00,Top deflection gauges
49-9063.00,Torque wrenches
49-9063.00,Torx drivers
49-9063.00,Tubing shrinkers
49-9063.00,Tuning forks
49-9063.00,Tuning hammers
49-9063.00,Tuning levers
49-9063.00,Tuning pin bushing punches
49-9063.00,Tuning pin gauges
49-9063.00,Tuning pin setters
49-9063.00,Tuning pins
49-9063.00,Tuning wrenches
49-9063.00,Tweezers
49-9063.00,Understring radius gauges
49-9063.00,Valve brushes
49-9063.00,Valve lapping machines
49-9063.00,Valve mirrors
49-9063.00,Violin clamps
49-9063.00,Vise grip pliers
49-9063.00,Wax spoons
49-9063.00,Wire cutters
49-9063.00,Wire drill gauges
49-9063.00,Wood chisels
49-9063.00,Katsura Shareware KS Strobe Tuner
49-9063.00,Katsura Shareware ProLevel
49-9063.00,Katsura Shareware SoundFrames
49-9063.00,Mensurix Audio
49-9063.00,Reyburn CyberTuner
49-9063.00,TuneLab
49-9063.00,Tunic OnlyPure
49-9063.00,Veritune Verituner
49-9064.00,Arbor straighteners
49-9064.00,Audio probes
49-9064.00,Beat amplifiers
49-9064.00,Beat setters
49-9064.00,Bench knives
49-9064.00,Bench polishers
49-9064.00,Brushing tools
49-9064.00,Busch burs
49-9064.00,Case knives
49-9064.00,Case openers
49-9064.00,Clock timers
49-9064.00,Degree gauges
49-9064.00,Demagnetizing machines
49-9064.00,Escape wheel straighteners
49-9064.00,Fan gauges
49-9064.00,Gear pullers
49-9064.00,Gemological microscopes
49-9064.00,Glass cutting tools
49-9064.00,Hammer adjusting tools
49-9064.00,Hand nut tools
49-9064.00,Hand pressers
49-9064.00,Ionic cleaners
49-9064.00,Jewelers' hammers
49-9064.00,Jewelers' loupes
49-9064.00,Jewelry mallets
49-9064.00,Jewelry steam cleaners
49-9064.00,Lantern pullers
49-9064.00,Link pin removers
49-9064.00,Magnifying table lamps
49-9064.00,Mainspring winders
49-9064.00,Micro calipers
49-9064.00,Mini pliers
49-9064.00,Oil dispensing cans
49-9064.00,Pin pushers
49-9064.00,Pinion pullers
49-9064.00,Plate spreaders
49-9064.00,Screw removers
49-9064.00,Small diameter needle files
49-9064.00,Steam cleaner tweezers
49-9064.00,Third hands
49-9064.00,Tweezers
49-9064.00,Utility knives
49-9064.00,Watch battery testers
49-9064.00,Watch hand removers
49-9064.00,Watch repair screwdrivers
49-9064.00,Work vises
49-9064.00,GrenSoft WorkTracer
49-9064.00,Intuit QuickBooks
49-9064.00,Sage Software Sage50
49-9064.00,Upland Consulting Group Repair Traq
49-9064.00,WatchWare Repair Shop
49-9071.00,Adjustable crescent wrenches
49-9071.00,Adjustable hand wrenches
49-9071.00,Adjustable slip lock nut wrenches
49-9071.00,Adjustable widemouth pliers
49-9071.00,Air compressors
49-9071.00,Allen wrenches
49-9071.00,Augers
49-9071.00,Ball peen hammers
49-9071.00,Basin wrenches
49-9071.00,Bearing pullers
49-9071.00,Biscuit joiners
49-9071.00,Block and tackle equipment
49-9071.00,Brazing equipment
49-9071.00,Bubble levels
49-9071.00,Caulking guns
49-9071.00,Center punches
49-9071.00,Chain pullers
49-9071.00,Channel lock pliers
49-9071.00,Chipping hammers
49-9071.00,Circle cutters
49-9071.00,Circular saws
49-9071.00,Claw hammers
49-9071.00,Closet augers
49-9071.00,Combination squares
49-9071.00,Comealongs
49-9071.00,Compression sleeve pullers
49-9071.00,Concrete saws
49-9071.00,Concrete trowels
49-9071.00,Conduit benders
49-9071.00,Conduit cutters
49-9071.00,Copper cutting machines
49-9071.00,Cordless power drills
49-9071.00,Crowbars
49-9071.00,Current testers
49-9071.00,Cutting torches
49-9071.00,Dead blow hammers
49-9071.00,Desktop computers
49-9071.00,Diagonal cutting pliers
49-9071.00,Dial calipers
49-9071.00,Dial indicators
49-9071.00,Digital micrometers
49-9071.00,Direct tap machines
49-9071.00,Dollies
49-9071.00,Drain augers
49-9071.00,Drain cleaning cables
49-9071.00,Drill presses
49-9071.00,Dump trucks
49-9071.00,Dust and particulate respirators
49-9071.00,Electric nail guns
49-9071.00,Electric planers
49-9071.00,Electric sanders
49-9071.00,Electric trimmers
49-9071.00,End pipe wrenches
49-9071.00,Faucet handle pullers
49-9071.00,Faucet stem and cartridge pullers
49-9071.00,Feeler gauges
49-9071.00,Fish tape pullers
49-9071.00,Flaring tools
49-9071.00,Flat blade screwdrivers
49-9071.00,Fuse pullers
49-9071.00,Gas welders
49-9071.00,Gasket cutters
49-9071.00,Grease guns
49-9071.00,Hacksaws
49-9071.00,Hammer drills
49-9071.00,Hand drills
49-9071.00,Hand grinders
49-9071.00,Hand jacks
49-9071.00,Hand levels
49-9071.00,Hand operated spray guns
49-9071.00,Hand saws
49-9071.00,Hand spinners
49-9071.00,Hand trucks
49-9071.00,Handheld computers
49-9071.00,Heavy duty drain cleaning machines
49-9071.00,Hex key sets
49-9071.00,Hex wrenches
49-9071.00,High pressure water sprayers
49-9071.00,Hoisting equipment
49-9071.00,Hole cutting tools
49-9071.00,Hollow core socket wrenches
49-9071.00,Hydraulic boom trucks
49-9071.00,Ice picks
49-9071.00,Industrial brooms
49-9071.00,Inspection mirrors
49-9071.00,Jackhammers
49-9071.00,Jig saws
49-9071.00,Laptop computers
49-9071.00,Lathes
49-9071.00,Lawn mowers
49-9071.00,Locking C-clamps
49-9071.00,Locking pliers
49-9071.00,Manual ratchet threader sets
49-9071.00,Measuring tapes
49-9071.00,Metal chisels
49-9071.00,Mini hacksaws
49-9071.00,Mini tubing cutters
49-9071.00,Mitre boxes
49-9071.00,Needlenose pliers
49-9071.00,Nut drivers
49-9071.00,Offset pipe wrenches
49-9071.00,Offset socket wrenches
49-9071.00,Ohmmeters
49-9071.00,Oil dispensing cans
49-9071.00,Paint application brushes
49-9071.00,Paint application rollers
49-9071.00,Paint spray guns
49-9071.00,Personal computers
49-9071.00,Phillips head screwdrivers
49-9071.00,Pin punches
49-9071.00,Pipe cleaning equipment
49-9071.00,Pipe cutters
49-9071.00,Pipe threaders
49-9071.00,Pipe vises
49-9071.00,Pipe welding vises
49-9071.00,Pipe wrenches
49-9071.00,Plumb bobs
49-9071.00,Plungers
49-9071.00,Polyvinyl chloride PVC cutters
49-9071.00,Polyvinyl chloride PVC saws
49-9071.00,Portable two way radios
49-9071.00,Portable welding machines
49-9071.00,Power drain cleaners
49-9071.00,Power drills
49-9071.00,Power lifts
49-9071.00,Power pipe cutters
49-9071.00,Power routers
49-9071.00,Power saws
49-9071.00,Precision files
49-9071.00,Pressurized water pigs
49-9071.00,Protective harnesses
49-9071.00,Pry bars
49-9071.00,Putty knives
49-9071.00,Radial arm saws
49-9071.00,Ratchet wrenches
49-9071.00,Ratcheting polyvinyl chloride PVC cutters
49-9071.00,Reciprocating saws
49-9071.00,Rigging equipment
49-9071.00,Right-angle drills
49-9071.00,Rotary hammers
49-9071.00,Rubber mallets
49-9071.00,Rulers
49-9071.00,Safety gloves
49-9071.00,Safety goggles
49-9071.00,Safety shoes
49-9071.00,Scaffolding
49-9071.00,Screw extractor sets
49-9071.00,Scribers
49-9071.00,Sectional drain cleaning machines
49-9071.00,Security alarm systems
49-9071.00,Sewage pumps
49-9071.00,Sewer rodding machines
49-9071.00,Sewer tapes
49-9071.00,Sharpening equipment
49-9071.00,Shears
49-9071.00,Shielded arc welding tools
49-9071.00,Side cutting pliers
49-9071.00,Sledgehammers
49-9071.00,Slip joint pliers
49-9071.00,Snow blowers
49-9071.00,Snow shovels
49-9071.00,Snowplows
49-9071.00,Socket wrench sets
49-9071.00,Soil pipe cutters
49-9071.00,Soldering equipment
49-9071.00,Spirit levels
49-9071.00,Step ladders
49-9071.00,Straight pipe wrenches
49-9071.00,Straight screwdrivers
49-9071.00,Straightedges
49-9071.00,Stud locators
49-9071.00,Table saws
49-9071.00,Tap sets
49-9071.00,Tension gauges
49-9071.00,Tile saws
49-9071.00,Tin snips
49-9071.00,Toilet augers
49-9071.00,Torque wrenches
49-9071.00,Tractors with backhoe attachments
49-9071.00,Trenchers
49-9071.00,Tub drain removers
49-9071.00,Tube benders
49-9071.00,Tubing cutters
49-9071.00,Two-wheel drive front end loaders
49-9071.00,Ultrasonic leak detectors
49-9071.00,Universal nut wrenches
49-9071.00,Utility knives
49-9071.00,Utility pumps
49-9071.00,Valve grinding machines
49-9071.00,Vise grip pliers
49-9071.00,Volt-ammeters
49-9071.00,Volt-ohm meters VOM
49-9071.00,Voltage testers
49-9071.00,Water pump pliers
49-9071.00,Water samplers
49-9071.00,Welders
49-9071.00,Welding clamps
49-9071.00,Wide roll pipe cutters
49-9071.00,Wire crimpers
49-9071.00,Wire cutting tools
49-9071.00,Wire strippers
49-9071.00,Workshop bench vises
49-9071.00,Workshop cranes
49-9071.00,Apple macOS
49-9071.00,Autodesk AutoCAD
49-9071.00,Computer aided design and drafting software CADD
49-9071.00,Computerized maintenance management system CMMS
49-9071.00,Computerized time management systems
49-9071.00,Dassault Systemes CATIA
49-9071.00,Data entry software
49-9071.00,Digital direct control DDC energy management software
49-9071.00,Handheld computer device software
49-9071.00,IBM Notes
49-9071.00,Microsoft Excel
49-9071.00,Microsoft Exchange Server
49-9071.00,Microsoft Office
49-9071.00,Microsoft Outlook
49-9071.00,Microsoft Project
49-9071.00,Microsoft Windows
49-9071.00,Microsoft Word
49-9071.00,National Instruments LabVIEW
49-9071.00,Oracle Primavera Enterprise Project Portfolio Management
49-9071.00,PTC Creo Parametric
49-9071.00,SAP
49-9071.00,Supervisory control and data acquisition SCADA software
49-9071.00,Web browser software
49-9071.00,Yardi
49-9071.00,YouTube
49-9081.00,Acid brushes
49-9081.00,Adjustable widemouth pliers
49-9081.00,Adjustable wrenches
49-9081.00,Alternating current AC power analyzers
49-9081.00,Amp clamp meters
49-9081.00,Breaker bars
49-9081.00,Claw hammers
49-9081.00,Conventional watt meters
49-9081.00,Cordless drills
49-9081.00,Crane attachments
49-9081.00,Crescent wrenches
49-9081.00,Digital calipers
49-9081.00,Digital dynamometers
49-9081.00,Digital hydrometers
49-9081.00,Digital micrometers
